id,name,Country
4472dc0f-d41e-41bb-9cac-9b019d143ef2,The Exiles Beach Club,Malta
46105fa8-efc7-422a-afa8-a5188eb2f5ed,Victoria Gastro Pub,Malta
46392f33-e0fc-4b95-8104-551748813687,Munchies Mellieha Bay,Malta
47a7a4fc-1dd4-429d-b1f1-e5c1be738c93,Caviar & Bull,Malta
486f4cc0-1a5d-447d-b85c-d081122b9420,Peperino Pizza Cucina Verace,Malta
4a6c9277-5d41-4feb-b9bf-429743cf8734,Barracuda Restaurant,Malta
4bdc7edb-33c9-4ac8-b1cb-fe3e6faeac16,Mason's Cafe,Malta
4caa0f01-db73-4ae7-8897-4254f3b4d506,Ostrica,Malta
4d514423-222a-4b51-83ed-5202d3bf005b,Zion Reggae Bar,Malta
4e8c3f5d-51c3-4bbf-b5e4-cf93516f64b4,Brown's Kitchen,Malta
500dc215-d124-4639-ae78-56f4a588215f,1926 La Vie,Malta
50170aba-a44c-4b5d-a711-d8f040265854,Wok to Walk,Malta
5060bf00-18ba-40bb-a8c0-49e3201c0093,Salia Restaurant - Mellieha,Malta
5122a893-e508-4339-bba3-b13dbb2e980b,Kings Gate,Malta
528da9fb-b3df-4873-ab52-5e7672cca80d,King's Gate Gastropub,Malta
57078a3c-ae2a-4062-879b-16a6a0d00774,House of Flavors,Malta
57161611-ec5e-4106-8cee-3714a7baed8c,Mamma Mia,Malta
58af08cd-255b-45a9-b900-4d57cc890d9d,Aqualuna Lido,Malta
5973dd37-b331-4161-865b-19579ea49f5a,Bayview Seafood House,Malta
5b464562-f3bd-433b-9584-82f30e9afe60,L' Ostricaio Paceville. St. Julians,Malta
5ba86e82-ecd7-4532-9694-a31f6f88330a,Medasia Fusion Lounge,Malta
5d1244bd-41ce-4fd8-bfe7-9ba6144d81cc,Acqua,Malta
5f1d10bd-06ff-48d4-9458-15ddfc3fbc7c,THE EVEREST /NEPALESE & INDIAN RESTAURANT,Malta
5f3e4718-bbf2-49e8-828c-1c59c9f0eed5,Il-Fortizza,Malta
611b0f5f-a6a6-43bc-97e1-aeda0581b2f0,Punto Bar & Dine,Malta
61497559-0f55-4f9a-aaf5-72d641f05498,Seaside Kiosk,Malta
6153114f-fdc8-4d34-b72c-6045ed0a4b40,Giuseppi's Bar & Bistro,Malta
6178eb87-9f72-43a6-9400-90a03c6f9930,Suki Asian Snacks,Malta
630c2d4f-7c37-43db-8fdc-8e4759749724,U Bistrot,Malta
6334a371-d84d-4551-9fcb-30534eea9e60,Thalassa,Malta
63c235fe-3877-4464-be33-387733e9fc7f,Gourmet Bar & Grill,Malta
6402174b-b069-4020-8254-22a40bed1644,Victoria Gastropub,Malta
653172c9-2d96-46cd-b851-ba81ad05f4d0,L'Aroma - Meltingpot,Malta
656eed64-53ba-4bc9-926e-05cc028f9c70,Mojitos Beach Terrace,Malta
66158a9f-129f-49c5-abc9-d5085b5ae935,Gozitan Restaurant,Malta
664f1beb-854e-479a-99d1-bb44b531d000,Black Bull,Malta
66cda419-e8ed-43be-a70d-bfb1ce96f21e,Hugo's Terrace & Rooftop,Malta
671cb5ec-e515-446b-97f5-31e8b8079f80,The Capitol City Bar,Malta
6722810f-20dc-43e3-9d94-ee1ab05dce6f,Exiles,Malta
680f84cd-6f06-4847-8aff-78438c6e0d28,Intercontinental Beach Bar,Malta
694f70c7-f17b-46c2-8782-0138fc322860,Doma Marsascala,Malta
6aa3fc60-295f-4acb-a539-e5993d3f6486,Bayside Restaurant,Malta
6d3df420-08b9-4b9b-8524-a6d85e99fd43,The Brew Grill & Brewery,Malta
6f2f7650-6aba-440f-8d66-ef8da12ff88a,Bognor Bar & Restaurant,Malta
7035ca93-f2c6-4b90-93a5-3e31ba457259,La Bottega,Malta
70e63095-a86e-4af8-afc2-cbf7f826cd2b,Burgers.Ink,Malta
71187c86-0e6e-42c2-9eed-07f1213d2a1e,Gnejna Kiosk,Malta
7133cef8-acbf-45a4-8906-899d2d3cac06,The Black Pearl,Malta
724e8fba-1850-4888-8376-d1d2dca0d3dd,Tavio's Pepe Nero,Malta
73303db4-0e75-4ba9-a9d6-c472a5ed6fca,CUBA Restaurant. Shoreline Mall. Kalkara,Malta
73448ff1-063c-4882-abb9-013323184b6b,Lady Di,Malta
7345a184-05da-4eda-851f-ad65e1af4e81,NAAR Restobar,Malta
73f17021-2a97-4aac-9564-2f3adad315f8,Gourmet Fish & Grill,Malta
7725799e-fc20-4ca9-8398-08c79a20a7ec,Cuba Shoreline,Malta
7893f120-431a-4d73-8f80-7d75ba6df045,Osteria Tropea,Malta
79655f2f-46c7-4f45-b2af-6800ed410391,The Hoppy Hare Pub,Malta
7cd4e467-9766-4ede-84b5-e4d4113c6490,The Londoner British Pub Sliema,Malta
7fcdd4d9-0006-4bfc-bd05-6a0528737219,Spinola Cafe Lounge St Julians,Malta
81900cc9-eb45-4fd1-9cbb-d617945f6da1,Medasia Fusion Lounge,Malta
81d875d3-45d0-437d-98dc-326367fec809,simenta restaurant,Malta
81e161e0-f1e1-4e1b-a0b7-0b6bf0bca85e,Great Dane Restaurant,Malta
833c3a4a-6da1-4455-ad78-a5001b8d6b81,Xemxija Pitstop,Malta
8417f596-8457-4e13-9fe9-97be426f15d4,Angela's Valletta,Malta
8466c242-aa7a-4b1b-8ecf-2cc55f1f3269,MedAsia Playa,Malta
86122ade-a329-4f75-b4c5-812a3693cbd2,MedAsia Fusion Lounge,Malta
86eae24b-45f0-4de8-bc60-650846123b73,Sharma Ethnic Cuisines,Malta
883cb95f-4599-4443-b884-df432bda7c8c,Trattoria da Nennella,Malta
8a7c4d99-0195-42c9-919e-c5bc3f00b76a,Bus Stop Lounge,Malta
8ab446c2-f95c-4031-a094-b526a4ff26c2,Bus Stop Lounge,Malta
8d9d4a42-a46e-48ba-b6f4-ae4908a8d352,Surfside,Malta
91182d99-4936-4250-95a5-1cdf788bb53a,67 Kapitali,Malta
95abb26b-9d26-40db-ab5d-f7126ac5419e,Lubelli,Malta
95b8880e-0350-483c-afb0-e6b47e2fb377,Mina's,Malta
96bb748e-e827-4b04-9d18-e7b1df0c0f82,The Long Hall Irish Pub,Malta
96e29a73-e5f0-4d56-8f14-47cbf3bc74de,Bellavia Ristorante Italiano,Malta
97f5730a-0749-497f-a53a-68ca826bba9f,Aqualuna,Malta
9855876c-f818-4178-b38b-e15d534eacf1,The Game & Ale Pub ( by Crust ),Malta
98a913cc-b0ae-4150-92d6-4a3b8a61d116,Hammett's Mestizo,Malta
990dd722-ca8b-493e-8b87-4d228afcb578,Singita Restaurant,Malta
9a5d4df7-fa80-4b3b-a9e1-2b644979cbcf,King's Gate Gastropub,Malta
9bf69a9e-7467-4837-8d2a-216666646252,San Giovanni Valletta,Malta
9c8f9a43-afd6-4741-b159-856119c6a757,Vinnies,Malta
9df7c888-7899-4fe0-b3fb-45ff51537a95,Il-Gabbana,Malta
9eeea3c0-87fb-460a-bbdc-19511db85436,Cafe Cuba St Julians,Malta
9f5b210e-eca6-453c-b39d-ac10d1fac71a,Woodhut Pub & Diner,Malta
a02ebcdd-8729-457a-ad38-0947030c9e9b,LOA,Malta
a299752b-2abe-4025-a317-1136660dff09,Bistro 516,Malta
a38f298c-f379-4ba5-839b-83ca0220c173,Venus Restaurant Bugibba,Malta
a43f1b94-b32f-42a1-96c6-d4537582d48d,Beati Paoli Restaurant,Malta
a595dd8a-b766-4f6b-b7f2-8b2e42276f26,AKI,Malta
a7854368-4b74-466b-9769-20de9569166b,Cork's,Malta
a8343aa1-cc83-4d61-afb5-1a249ca28e2e,White Bridge,Malta
aac23e48-a353-4254-afdd-1e1053d0402b,Era Ora Steakhouse,Malta
ab862261-0a1c-458f-9666-351c5e419c52,The Sea Cloud I Cocktail & Wine Bar,Malta
aca5dd72-55b5-40e5-acb4-8f8f33d1b46b,The Black Sheep drink and dine,Malta
ad6dc73f-7af7-4451-885e-df4fb32afe31,La Buona Trattoria del Nonno,Malta
ad8863a5-d44f-496d-9581-6d229168e6ce,City of London Bar,Malta
b03928fd-acbf-408f-89a1-fc58d10d9d1b,Il Galeone,Malta
b03935ff-29eb-4cef-865c-b23494499d99,Vecchia Napoli @ Salini Resort. Naxxar,Malta
b0c31b8a-edf1-4005-8e3b-2690c9ea57bd,Big G's Snack Bar,Malta
b12b4597-2e40-4f31-874f-62caad41f164,Port 21 Restaurant,Malta
b38a0b73-918d-423e-b464-a22dd69dde3f,Zion Bar & Restaurant,Malta
b42aa6d4-6c89-4e1f-8482-0e369b82ef6b,Vecchia Napoli Mellieha,Malta
b4c8d5a2-dc15-42a5-9c89-7940e431509e,Agliolio Restaurant,Malta
b6011a39-9481-4e14-a787-49125f95d2da,The Brew Bar Grill,Malta
bc3af07b-8bbd-4cb7-993a-a5199ee4a636,Fortizza,Malta
bdaa8b9a-74d9-4ec7-bac7-5698fbbfcc81,Bus Stop Lounge,Malta
c4993d81-13ca-45b8-ab0c-b13c2bc53ded,Paparazzi 29,Malta
c860880e-799c-4dd0-960c-f573fb1ad6e2,Cuba Shoreline,Malta
cd828e16-d843-4f48-8205-b10e602c9ad2,Okurama Asian Fusion,Malta
ce14979c-52f7-4942-8e9b-e276061eec3a,La Pira Maltese Kitchen,Malta
cf30d3a6-1488-4864-bfd9-cd8db1898829,Shaukiwan,Malta
d215a76f-458e-4d4c-8c58-1cbf60a2d715,The Londoner Pub Sliema,Malta
d39d80de-5fc3-4d91-8dd3-b9f5f0ddaf49,Kaiseki,Malta
d3f2ac91-93ee-4761-9de8-1da21e95d64a,House of Flavors,Malta
d70c0bcc-02ce-410c-a59a-6505681cbb85,Giorgio's,Malta
d8150fb9-29e3-4de4-9c5f-d201137b8478,White Tower Lido,Malta
da790fc9-98a7-4965-9dd3-22a8d793bb0f,The Brew Bar Grill,Malta
df7064f7-c29d-4d58-98df-1bf87b1bf68e,Nine Lives,Malta
dfabc166-f114-4f73-a576-725223a489d9,Sakura Japanese Cuisine Lounge,Malta
dfd188ad-51c7-4523-9f91-59d685dedeb2,Paradise Exiles,Malta
e07d81ca-ce03-4c99-8688-d1bd631cdd53,Tex Mex American Bar Grill Paceville,Malta
e0fa7759-1fa2-45df-9646-726267e5ebda,The Chapels Gastrobrewpub,Malta
e2b961d2-0ea8-4ed6-96f9-40dc5f7b309b,NOM NOM Paceville,Malta
e8c64905-efa4-432f-b34c-415ed24840c7,La Sfoglia,Malta
e9d3144e-059f-4b05-8afe-a56cafab31da,Fortizza,Malta
ea247693-a7b3-4489-8345-24210f420570,Tex Mex American Bar Grill Paceville,Malta
eb5e0ee5-eaba-4790-a9b7-18fedc7de9c5,The Brigantine Lounge Bar,Malta
ebadc4b8-4e30-4b29-ae10-6ce79c423d1d,Paul's Bistro,Malta
ed23a560-cf4f-4dd0-ae16-2605be57e2c3,Peperino Pizza Cucina Verace,Malta
edad3cca-55e4-4f7b-83d5-9ae07bbe9893,Mamma Mia Restaurant,Malta
f00df6f3-eda1-41f6-8803-cb45bf0459a2,Vecchia Napoli Qawra,Malta
f0413980-6717-4974-8a67-059572eabbe7,Tico Tico,Malta
f073541b-3521-4857-b570-536773fc1c4b,Kings Gate,Malta
f12a38df-9962-4f85-8117-21b2ad02a741,Tortuga Malta,Malta
f278352b-58f5-42da-898e-efe8eb9b90d4,The Road Devil Sea Front,Malta
f2abd24e-c12f-4a8c-b0dc-c0e16f75b42c,The Dubliner,Malta
f2fadd66-e0f6-438f-9605-4b59ea353c88,Don Royale,Malta
f372741a-326d-4f3a-b292-d7bb1b72889e,Blu Beach Club,Malta
f413be0c-bec4-4bae-bd24-e8357b33f88f,Mamma Mia,Malta
f55d1639-30b1-4abf-a1d6-64fb7aad97ea,Victoria Bar,Malta
f635a915-02ec-4386-bc7f-7ecf47a66322,Marina Terrace,Malta
f66e8b94-5e53-4989-bdd4-97e4266bf65b,The Ordnance Pub & Restaurant,Malta
f7a84251-093c-40d8-ba7c-9c86310fa837,Wild Honey Beer House & Bistro,Malta
f9f13f0c-7c00-4545-b458-f48488c51121,Paparazzi 29 Clubhouse,Malta
fc5e0c1b-1a3f-4b7a-b89f-c2897941d03a,Exiles,Malta
fdd59816-d967-4aa7-8e8d-de894bc6157d,Ivy House,Malta
fee9b25e-3d6b-4306-a9b0-303560d8659f,Dolce Sicilia Paceville,Malta
